185.65.132.112 1301 udp se13.mullvad.net se aes256
185.65.132.112 1302 udp se13.mullvad.net se aes256
185.65.132.112 1302 udp se13.mullvad.net se aes256
185.65.132.112 1197 udp se13.mullvad.net se aes256
185.65.132.112 1197 udp se13.mullvad.net se aes256
185.65.132.112 1301 udp se13.mullvad.net se aes256
185.65.132.112 1301 udp se13.mullvad.net se aes256
185.65.132.112 1302 udp se13.mullvad.net se aes256
185.65.132.112 1302 udp se13.mullvad.net se aes256
185.65.132.112 1197 udp se13.mullvad.net se aes256
185.65.132.112 1197 udp se13.mullvad.net se aes256
193.138.219.239 1194 udp se15.mullvad.net se bf128
193.138.219.239 1195 udp se15.mullvad.net se bf128
193.138.219.239 1196 udp se15.mullvad.net se bf128
193.138.219.239 80 tcp se15.mullvad.net se bf128
193.138.219.239 443 tcp se15.mullvad.net se bf128
193.138.219.239 1300 udp se15.mullvad.net se aes256
193.138.219.239 1301 udp se15.mullvad.net se aes256
193.138.219.239 1301 udp se15.mullvad.net se aes256
193.138.219.239 1302 udp se15.mullvad.net se aes256
193.138.219.239 1302 udp se15.mullvad.net se aes256
193.138.219.239 1197 udp se15.mullvad.net se aes256
193.138.219.239 1197 udp se15.mullvad.net se aes256
193.138.219.239 1301 udp se15.mullvad.net se aes256
193.138.219.239 1301 udp se15.mullvad.net se aes256
193.138.219.239 1302 udp se15.mullvad.net se aes256
193.138.219.239 1302 udp se15.mullvad.net se aes256
193.138.219.239 1197 udp se15.mullvad.net se aes256
193.138.219.239 1197 udp se15.mullvad.net se aes256
185.65.132.108 1194 udp se16.mullvad.net se bf128
185.65.132.108 1195 udp se16.mullvad.net se bf128
185.65.132.108 1196 udp se16.mullvad.net se bf128
185.65.132.108 80 tcp se16.mullvad.net se bf128
185.65.132.108 443 tcp se16.mullvad.net se bf128
185.65.132.108 1300 udp se16.mullvad.net se aes256
185.65.132.108 1301 udp se16.mullvad.net se aes256
185.65.132.108 1301 udp se16.mullvad.net se aes256
185.65.132.108 1302 udp se16.mullvad.net se aes256
185.65.132.108 1302 udp se16.mullvad.net se aes256
185.65.132.108 1197 udp se16.mullvad.net se aes256
185.65.132.108 1197 udp se16.mullvad.net se aes256
185.65.132.108 1301 udp se16.mullvad.net se aes256
185.65.132.108 1301 udp se16.mullvad.net se aes256
185.65.132.108 1302 udp se16.mullvad.net se aes256
185.65.132.108 1302 udp se16.mullvad.net se aes256
185.65.132.108 1197 udp se16.mullvad.net se aes256
185.65.132.108 1197 udp se16.mullvad.net se aes256
185.65.135.66 1194 udp se17.mullvad.net se bf128
185.65.135.66 1195 udp se17.mullvad.net se bf128
185.65.135.66 1196 udp se17.mullvad.net se bf128
185.65.135.66 80 tcp se17.mullvad.net se bf128
185.65.135.66 443 tcp se17.mullvad.net se bf128
185.65.135.66 1300 udp se17.mullvad.net se aes256
185.65.135.66 1301 udp se17.mullvad.net se aes256
185.65.135.66 1301 udp se17.mullvad.net se aes256
185.65.135.66 1302 udp se17.mullvad.net se aes256
185.65.135.66 1302 udp se17.mullvad.net se aes256
185.65.135.66 1197 udp se17.mullvad.net se aes256
185.65.135.66 1197 udp se17.mullvad.net se aes256
185.65.135.66 1301 udp se17.mullvad.net se aes256
185.65.135.66 1301 udp se17.mullvad.net se aes256
185.65.135.66 1302 udp se17.mullvad.net se aes256
185.65.135.66 1302 udp se17.mullvad.net se aes256
185.65.135.66 1197 udp se17.mullvad.net se aes256
185.65.135.66 1197 udp se17.mullvad.net se aes256
185.65.135.67 1194 udp se18.mullvad.net se bf128
185.65.135.67 1195 udp se18.mullvad.net se bf128
185.65.135.67 1196 udp se18.mullvad.net se bf128
185.65.135.67 80 tcp se18.mullvad.net se bf128
185.65.135.67 443 tcp se18.mullvad.net se bf128
185.65.135.67 1300 udp se18.mullvad.net se aes256
185.65.135.67 1301 udp se18.mullvad.net se aes256
185.65.135.67 1301 udp se18.mullvad.net se aes256
185.65.135.67 1302 udp se18.mullvad.net se aes256
185.65.135.67 1302 udp se18.mullvad.net se aes256
185.65.135.67 1197 udp se18.mullvad.net se aes256
185.65.135.67 1197 udp se18.mullvad.net se aes256
185.65.135.67 1301 udp se18.mullvad.net se aes256
185.65.135.67 1301 udp se18.mullvad.net se aes256
185.65.135.67 1302 udp se18.mullvad.net se aes256
185.65.135.67 1302 udp se18.mullvad.net se aes256
185.65.135.67 1197 udp se18.mullvad.net se aes256
185.65.135.67 1197 udp se18.mullvad.net se aes256
185.65.135.68 1194 udp se19.mullvad.net se bf128
185.65.135.68 1195 udp se19.mullvad.net se bf128
185.65.135.68 1196 udp se19.mullvad.net se bf128
185.65.135.68 80 tcp se19.mullvad.net se bf128
185.65.135.68 443 tcp se19.mullvad.net se bf128
185.65.135.68 1300 udp se19.mullvad.net se aes256
185.65.135.68 1301 udp se19.mullvad.net se aes256
185.65.135.68 1301 udp se19.mullvad.net se aes256
185.65.135.68 1302 udp se19.mullvad.net se aes256
185.65.135.68 1302 udp se19.mullvad.net se aes256
185.65.135.68 1197 udp se19.mullvad.net se aes256
185.65.135.68 1197 udp se19.mullvad.net se aes256
185.65.135.68 1301 udp se19.mullvad.net se aes256
185.65.135.68 1301 udp se19.mullvad.net se aes256
185.65.135.68 1302 udp se19.mullvad.net se aes256
185.65.135.68 1302 udp se19.mullvad.net se aes256
185.65.135.68 1197 udp se19.mullvad.net se aes256
185.65.135.68 1197 udp se19.mullvad.net se aes256
185.65.135.69 1194 udp se20.mullvad.net se bf128
185.65.135.69 1195 udp se20.mullvad.net se bf128
185.65.135.69 1196 udp se20.mullvad.net se bf128
185.65.135.69 80 tcp se20.mullvad.net se bf128
185.65.135.69 443 tcp se20.mullvad.net se bf128
185.65.135.69 1300 udp se20.mullvad.net se aes256
185.65.135.69 1301 udp se20.mullvad.net se aes256
185.65.135.69 1301 udp se20.mullvad.net se aes256
185.65.135.69 1302 udp se20.mullvad.net se aes256
185.65.135.69 1302 udp se20.mullvad.net se aes256
185.65.135.69 1197 udp se20.mullvad.net se aes256
185.65.135.69 1197 udp se20.mullvad.net se aes256
185.65.135.69 1301 udp se20.mullvad.net se aes256
185.65.135.69 1301 udp se20.mullvad.net se aes256
185.65.135.69 1302 udp se20.mullvad.net se aes256
185.65.135.69 1302 udp se20.mullvad.net se aes256
185.65.135.69 1197 udp se20.mullvad.net se aes256
185.65.135.69 1197 udp se20.mullvad.net se aes256
185.65.135.70 1194 udp se21.mullvad.net se bf128
185.65.135.70 1195 udp se21.mullvad.net se bf128
185.65.135.70 1196 udp se21.mullvad.net se bf128
185.65.135.70 80 tcp se21.mullvad.net se bf128
185.65.135.70 443 tcp se21.mullvad.net se bf128
185.65.135.70 1300 udp se21.mullvad.net se aes256
185.65.135.70 1301 udp se21.mullvad.net se aes256
185.65.135.70 1301 udp se21.mullvad.net se aes256
185.65.135.70 1302 udp se21.mullvad.net se aes256
185.65.135.70 1302 udp se21.mullvad.net se aes256
185.65.135.70 1197 udp se21.mullvad.net se aes256
185.65.135.70 1197 udp se21.mullvad.net se aes256
185.65.135.70 1301 udp se21.mullvad.net se aes256
185.65.135.70 1301 udp se21.mullvad.net se aes256
185.65.135.70 1302 udp se21.mullvad.net se aes256
185.65.135.70 1302 udp se21.mullvad.net se aes256
185.65.135.70 1197 udp se21.mullvad.net se aes256
185.65.135.70 1197 udp se21.mullvad.net se aes256
185.65.135.71 1194 udp se22.mullvad.net se bf128
185.65.135.71 1195 udp se22.mullvad.net se bf128
185.65.135.71 1196 udp se22.mullvad.net se bf128
185.65.135.71 80 tcp se22.mullvad.net se bf128
185.65.135.71 443 tcp se22.mullvad.net se bf128
185.65.135.71 1300 udp se22.mullvad.net se aes256
185.65.135.71 1301 udp se22.mullvad.net se aes256
